MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng;DeleteClient
1508;22/12/2000;Đợt bí tích ngày 22 tháng 12 năm 2000;Giuse Nguyễn Đức Lục;0;Sài Quất;2014-09-16 08:34:33;;0
1509;13/02/2000;Đợt bí tích ngày 13 tháng 02 năm 2000;Giuse Đỗ Viết Đại;0;Phúc Lâm;2014-09-16 08:34:33;;0
1510;02/01/2000;Đợt bí tích ngày 02 tháng 01 năm 2000;Clemente Lê Minh Trung;0;Gia Định;2014-09-16 08:34:33;;0
1511;14/12/2000;Đợt bí tích ngày 14 tháng 12 năm 2000;Lm. Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1512;01/05/2000;Đợt bí tích ngày 01 tháng 05 năm 2000;Jos Bùi Văn Viễn;0;Ngọc Đồng;2014-09-16 08:34:33;;0
1513;27/02/2000;Đợt bí tích ngày 27 tháng 02 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1514;05/11/2000;Đợt bí tích ngày 05 tháng 11 năm 2000;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2014-09-16 08:34:33;;0
1515;09/01/2000;Đợt bí tích ngày 09 tháng 01 năm 2000;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2014-09-16 08:34:33;;0
1516;22/10/2000;Đợt bí tích ngày 22 tháng 10 năm 2000;Đaminh Nguyễn Đình Tân;0;Thanh Đa;2014-09-16 08:34:33;;0
1517;04/06/2000;Đợt bí tích ngày 04 tháng 06 năm 2000;Giuse Đỗ Đức Trí;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1518;01/04/2001;Đợt bí tích ngày 01 tháng 04 năm 2001;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gh Bùi Đệ, Gx Bùi Chu;2014-09-16 08:34:33;;0
1519;03/01/2001;Đợt bí tích ngày 03 tháng 01 năm 2001;Lm Giuse Phạm Văn Hoàng;0;Gx Lộc Lâm;2014-09-16 08:34:33;;0
1520;03/04/2001;Đợt bí tích ngày 03 tháng 04 năm 2001;;0;Gx La Ngà;2014-09-16 08:34:33;;0
1521;04/11/2001;Đợt bí tích ngày 04 tháng 11 năm 2001;F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2014-09-16 08:34:33;;0
1522;29/06/2001;Đợt bí tích ngày 29 tháng 06 năm 2001;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Bùi Chu;2014-09-16 08:34:33;;0
1523;02/04/2001;Đợt bí tích ngày 02 tháng 04 năm 2001;Lm. Giuse Bùi Văn Viễn, O P;0;Gx Ngọc Đồng;2014-09-16 08:34:33;;0
1524;11/10/2001;Đợt bí tích ngày 11 tháng 10 năm 2001;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1525;22/11/2001;Đợt bí tích ngày 22 tháng 11 năm 2001;Lm. Giuse Nguyễn Văn Uy;0;Gx Tiên Chu;2014-09-16 08:34:33;;0
1526;04/06/2001;Đợt bí tích ngày 04 tháng 06 năm 2001;Lm. Giuse Bùi Văn Viễn, O P;0;Gx Ngọc Đồng;2014-09-16 08:34:33;;0
1527;13/12/2001;Đợt bí tích ngày 13 tháng 12 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1528;03/05/2001;Đợt bí tích ngày 03 tháng 05 năm 2001;Lm Gioan Baotixita Phạm Ngọc Châu;0;Thánh Mẫu La Vang Xứ Phương Xá;2014-09-16 08:34:33;;0
1529;31/05/2001;Đợt bí tích ngày 31 tháng 05 năm 2001;Augustinô Vũ Văn Hương;0;Giáo Họ Thọ Cách;2014-09-16 08:34:33;;0
1530;15/02/2001;Đợt bí tích ngày 15 tháng 02 năm 2001;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1531;15/04/2001;Đợt bí tích ngày 15 tháng 04 năm 2001;Lm. G B Đinh Tiến Hướng;0;Thái Hòa;2014-09-16 08:34:33;;0
1532;30/12/2001;Đợt bí tích ngày 30 tháng 12 năm 2001;Vinh-sơn Vũ Đức Liêm;0;Tân Định;2014-09-16 08:34:33;;0
1533;02/12/2001;Đợt bí tích ngày 02 tháng 12 năm 2001;Giuse Phạm Sơn Lâm;0;Hà Nội;2014-09-16 08:34:33;;0
1534;12/07/2001;Đợt bí tích ngày 12 tháng 07 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1535;04/03/2001;Đợt bí tích ngày 04 tháng 03 năm 2001;Vinhson Nguyễn Văn Tuyền;0;Trà Cổ 2;2014-09-16 08:34:33;;0
1536;08/12/2001;Đợt bí tích ngày 08 tháng 12 năm 2001;;0;Bùi Chu;2014-09-16 08:34:33;;0
1537;26/04/2001;Đợt bí tích ngày 26 tháng 04 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1538;15/02/2001;Đợt bí tích ngày 15 tháng 02 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1539;12/07/2001;Đợt bí tích ngày 12 tháng 07 năm 2001;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1540;04/02/2001;Đợt bí tích ngày 04 tháng 02 năm 2001;Giuse Nguyễn Kim Đỉnh;0;Kẻ Sặt;2014-09-16 08:34:33;;0
1541;04/02/2001;Đợt bí tích ngày 04 tháng 02 năm 2001;Bernado Nguyễn Xuân Thu;0;Hiền Đức;2014-09-16 08:34:33;;0
1542;15/12/2001;Đợt bí tích ngày 15 tháng 12 năm 2001;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1543;29/06/2001;Đợt bí tích ngày 29 tháng 06 năm 2001;Giuse Đệ Nguyễn Văn Thanh;0;Bùi Chu;2014-09-16 08:34:33;;0
1544;11/10/2001;Đợt bí tích ngày 11 tháng 10 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1545;03/06/2001;Đợt bí tích ngày 03 tháng 06 năm 2001;Lm. Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:33;;0
1546;15/02/2001;Đợt bí tích ngày 15 tháng 02 năm 2001;Lm. Gioakim Nguyễn Đức Văn. O P;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1547;05/08/2001;Đợt bí tích ngày 05 tháng 08 năm 2001;Tôma Nguyễn Văn Thân;0;Tam Hòa;2014-09-16 08:34:33;;0
1548;06/05/2001;Đợt bí tích ngày 06 tháng 05 năm 2001;Vinc Nguyễn Văn Tuyền;0;Xuân Trà;2014-09-16 08:34:33;;0
1549;26/02/2001;Đợt bí tích ngày 26 tháng 02 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1550;03/11/2001;Đợt bí tích ngày 03 tháng 11 năm 2001;Giuse Nguyễn Đức Lục;0;Sài Quất;2014-09-16 08:34:33;;0
1551;21/11/2001;Đợt bí tích ngày 21 tháng 11 năm 2001;Giuse Đỗ Đức Chính;0;Ngọc Lâm;2014-09-16 08:34:33;;0
1552;12/07/2001;Đợt bí tích ngày 12 tháng 07 năm 2001;Guse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:33;;0
1553;07/06/2001;Đợt bí tích ngày 07 tháng 06 năm 2001;Giuse Nguyễn Thế Vinh;0;Gia Viên;2014-09-16 08:34:33;;0
1554;25/02/2001;Đợt bí tích ngày 25 tháng 02 năm 2001;Lm. Đaminh Nguyễn Công Đắc;0;Chánh Tòa Nha Trang;2014-09-16 08:34:33;;0
1555;04/11/2001;Đợt bí tích ngày 04 tháng 11 năm 2001;Giuse Đỗ Mạnh Dũng;0;Bắc Hải;2014-09-16 08:34:33;;0
1556;02/09/2001;Đợt bí tích ngày 02 tháng 09 năm 2001;Micae Nguyễn Hữu Kiều;0;Núi Đỏ;2014-09-16 08:34:33;;0
1557;04/02/2001;Đợt bí tích ngày 04 tháng 02 năm 2001;Anton Nguyễn Trọng Quý;0;Lai Ổn;2014-09-16 08:34:34;;0
1558;13/05/2001;Đợt bí tích ngày 13 tháng 05 năm 2001;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2014-09-16 08:34:34;;0
1559;15/11/2001;Đợt bí tích ngày 15 tháng 11 năm 2001;Giuse Phạm Sơn Lâm;0;Hà Nội;2014-09-16 08:34:34;;0
1560;27/02/2001;Đợt bí tích ngày 27 tháng 02 năm 2001;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2014-09-16 08:34:34;;0
1561;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Lm Giuse Phạm Quang Trung;0;Gx Ngũ Phúc;2014-09-16 08:34:34;;0
1562;05/08/2002;Đợt bí tích ngày 05 tháng 08 năm 2002;Lm. Giuse Bùi Văn Viễn, O P;0;Gx Ngọc Đồng;2014-09-16 08:34:34;;0
1563;22/12/2002;Đợt bí tích ngày 22 tháng 12 năm 2002;Lm Benedicto Bùi Châu Thiên;0;Gx Chánh Tòa Xuân Lộc;2014-09-16 08:34:34;;0
1564;21/12/2002;Đợt bí tích ngày 21 tháng 12 năm 2002;Lm. F.x. Nguyễn Đức Đạt, O P;0;Gx Thánh Tâm;2014-09-16 08:34:34;;0
1565;16/12/2002;Đợt bí tích ngày 16 tháng 12 năm 2002;Giuse Nguyễn Văn Uy;0;Tiên Chu;2014-09-16 08:34:34;;0
1566;06/10/2002;Đợt bí tích ngày 06 tháng 10 năm 2002;Lm. F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2014-09-16 08:34:34;;0
1567;09/12/2002;Đợt bí tích ngày 09 tháng 12 năm 2002;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gx Bùi Chu;2014-09-16 08:34:34;;0
1568;03/03/2002;Đợt bí tích ngày 03 tháng 03 năm 2002;Lm. Giuse Phạm Sơn Lâm;0;Gx Hà Nội, Gp Xuân Lộc;2014-09-16 08:34:34;;0
1569;14/03/2002;Đợt bí tích ngày 14 tháng 03 năm 2002;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1570;21/12/2002;Đợt bí tích ngày 21 tháng 12 năm 2002;Vinhsơn Phạm Liên Hùng;0;Gx Bùi Đức;2014-09-16 08:34:34;;0
1571;30/06/2002;Đợt bí tích ngày 30 tháng 06 năm 2002;;0;Gx Thái Hòa;2014-09-16 08:34:34;;0
1572;21/08/2002;Đợt bí tích ngày 21 tháng 08 năm 2002;Lm. Gioakim Nguyễn Duy Thiên;0;Gx, Quỳnh Lang, Gp Thái Bình;2014-09-16 08:34:34;;0
1573;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Giuse Phạm Quang Trung;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1574;04/02/2002;Đợt bí tích ngày 04 tháng 02 năm 2002;Đaminh Đinh Viết Tiên;0;Ngọc Đồng;2014-09-16 08:34:34;;0
1575;04/08/2002;Đợt bí tích ngày 04 tháng 08 năm 2002;Giuse Phạm Quang Trung;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1576;16/05/2002;Đợt bí tích ngày 16 tháng 05 năm 2002;;0;Gx Sài Quất;2014-09-16 08:34:34;;0
1577;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1578;03/11/2002;Đợt bí tích ngày 03 tháng 11 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1579;05/08/2002;Đợt bí tích ngày 05 tháng 08 năm 2002;Giuse Nguyễn Đức Lục;0;Sài Quất;2014-09-16 08:34:34;;0
1580;24/06/2002;Đợt bí tích ngày 24 tháng 06 năm 2002;Giuse Nguyễn Văn Thanh;0;Bùi Chu;2014-09-16 08:34:34;;0
1581;29/09/2002;Đợt bí tích ngày 29 tháng 09 năm 2002;;0;Dòng Thánh Gioan Thiên Chúa;2014-09-16 08:34:34;;0
1582;06/10/2002;Đợt bí tích ngày 06 tháng 10 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1583;05/05/2002;Đợt bí tích ngày 05 tháng 05 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1584;01/12/2002;Đợt bí tích ngày 01 tháng 12 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1585;05/05/2002;Đợt bí tích ngày 05 tháng 05 năm 2002;Đam Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1586;07/01/2002;Đợt bí tích ngày 07 tháng 01 năm 2002;;0;Tiên Chu;2014-09-16 08:34:34;;0
1587;01/09/2002;Đợt bí tích ngày 01 tháng 09 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1588;07/10/2002;Đợt bí tích ngày 07 tháng 10 năm 2002;Gioakim Vũ Kim Đương;0;Cẩm Tân;2014-09-16 08:34:34;;0
1589;04/08/2002;Đợt bí tích ngày 04 tháng 08 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1590;02/06/2002;Đợt bí tích ngày 02 tháng 06 năm 2002;Giuse Phạm Sơn Lâm;0;Hà Nội;2014-09-16 08:34:34;;0
1591;01/12/2002;Đợt bí tích ngày 01 tháng 12 năm 2002;Đam Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1592;24/11/2002;Đợt bí tích ngày 24 tháng 11 năm 2002;;0;Đồng Phát;2014-09-16 08:34:34;;0
1593;03/11/2002;Đợt bí tích ngày 03 tháng 11 năm 2002;Đam Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1594;01/12/2002;Đợt bí tích ngày 01 tháng 12 năm 2002;Fx Nguyễn Hoàng Linh;0;Thạch Đà;2014-09-16 08:34:34;;0
1595;07/10/2002;Đợt bí tích ngày 07 tháng 10 năm 2002;Jos Bùi Văn Viễn;0;Ngọc Đồng;2014-09-16 08:34:34;;0
1596;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Lm Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2014-09-16 08:34:34;;0
1597;02/06/2002;Đợt bí tích ngày 02 tháng 06 năm 2002;Jos Đệ Nguyễn Văn Thanh;0;Bùi Chu;2014-09-16 08:34:34;;0
1598;21/07/2002;Đợt bí tích ngày 21 tháng 07 năm 2002;Hilarinimo Nguyễn Công Minh;0;Nguyễn Duy Khang;2014-09-16 08:34:34;;0
1599;26/06/2002;Đợt bí tích ngày 26 tháng 06 năm 2002;Giuse Trần Phú Sơn;0;Ngọc Lâm;2014-09-16 08:34:34;;0
1600;20/09/2002;Đợt bí tích ngày 20 tháng 09 năm 2002;Phaolo Nguyễn Văn Khôi;0;Cầu Rầm;2014-09-16 08:34:34;;0
1601;03/03/2002;Đợt bí tích ngày 03 tháng 03 năm 2002;Giuse Nguyễn Hùng Sơn;0;Mỹ Luông;2014-09-16 08:34:34;;0
1602;01/06/2003;Đợt bí tích ngày 01 tháng 06 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1603;18/12/2003;Đợt bí tích ngày 18 tháng 12 năm 2003;;0;Gx Hòa Tân, Gp Nha Trang;2014-09-16 08:34:34;;0
1604;02/11/2003;Đợt bí tích ngày 02 tháng 11 năm 2003;F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2014-09-16 08:34:34;;0
1605;14/08/2003;Đợt bí tích ngày 14 tháng 08 năm 2003;;0;Đaminh;2014-09-16 08:34:34;;0
1606;06/08/2003;Đợt bí tích ngày 06 tháng 08 năm 2003;Giuse Nguyễn Văn Uy;0;Tiên Chu;2014-09-16 08:34:34;;0
1607;28/09/2003;Đợt bí tích ngày 28 tháng 09 năm 2003;F. X. Nguyễn Xuân Huy;0;Kẻ Sặt;2014-09-16 08:34:34;;0
1608;01/06/2003;Đợt bí tích ngày 01 tháng 06 năm 2003;Lm Giuse Vũ Ngọc Ruẩn;0;Gx Bái Xuyên;2014-09-16 08:34:34;;0
1609;03/04/2003;Đợt bí tích ngày 03 tháng 04 năm 2003;;0;Gx Sài Quất;2014-09-16 08:34:34;;0
1610;21/12/2003;Đợt bí tích ngày 21 tháng 12 năm 2003;Lm Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2014-09-16 08:34:34;;0
1611;02/11/2003;Đợt bí tích ngày 02 tháng 11 năm 2003;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gh Bùi Đệ, Gx Bùi Chu;2014-09-16 08:34:34;;0
1612;07/09/2003;Đợt bí tích ngày 07 tháng 09 năm 2003;G. B. Nguyễn Văn Từ;0;Thánh Tâm;2014-09-16 08:34:34;;0
1613;07/09/2003;Đợt bí tích ngày 07 tháng 09 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1614;03/08/2003;Đợt bí tích ngày 03 tháng 08 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1615;07/12/2003;Đợt bí tích ngày 07 tháng 12 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1616;06/04/2003;Đợt bí tích ngày 06 tháng 04 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1617;03/08/2003;Đợt bí tích ngày 03 tháng 08 năm 2003;Giuse Nguyễn Duy Diễm;0;An Phú;2014-09-16 08:34:34;;0
1618;05/10/2003;Đợt bí tích ngày 05 tháng 10 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1619;04/12/2003;Đợt bí tích ngày 04 tháng 12 năm 2003;Giuse Đỗ Mạnh Thái;0;Hiền Đức;2014-09-16 08:34:34;;0
1620;02/03/2003;Đợt bí tích ngày 02 tháng 03 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1621;07/11/2003;Đợt bí tích ngày 07 tháng 11 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1622;07/12/2003;Đợt bí tích ngày 07 tháng 12 năm 2003;Đaminh Đặng Duy Hào;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1623;12/01/2003;Đợt bí tích ngày 12 tháng 01 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:34;;0
1646;28/12/2004;Đợt bí tích ngày 28 tháng 12 năm 2004;Lm. Giuse Nguyễn Văn Uy;0;Gx Tiên Chu;2014-09-16 08:34:35;;0
1647;05/12/2004;Đợt bí tích ngày 05 tháng 12 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1648;12/09/2004;Đợt bí tích ngày 12 tháng 09 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1649;07/03/2004;Đợt bí tích ngày 07 tháng 03 năm 2004;Lm. F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2014-09-16 08:34:35;;0
1650;05/12/2004;Đợt bí tích ngày 05 tháng 12 năm 2004;Lm. Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1651;04/10/2004;Đợt bí tích ngày 04 tháng 10 năm 2004;Lm. Giuse Phạm Văn Thiện;0;Giáo Họ Thọ Cách;2014-09-16 08:34:35;;0
1652;05/09/2004;Đợt bí tích ngày 05 tháng 09 năm 2004;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2014-09-16 08:34:35;;0
1653;04/07/2004;Đợt bí tích ngày 04 tháng 07 năm 2004;Lm. Giuse Đinh Nam Hưng;0;Gx Bùi Chu;2014-09-16 08:34:35;;0
1654;05/09/2004;Đợt bí tích ngày 05 tháng 09 năm 2004;Phó Tế F.x. Bùi Quang Thảnh, O P;0;Gx Thánh Tâm;2014-09-16 08:34:35;;0
1655;01/08/2004;Đợt bí tích ngày 01 tháng 08 năm 2004;Fx Nguyễn Xuân Huy;0;Hà Nội;2014-09-16 08:34:35;;0
1656;02/05/2004;Đợt bí tích ngày 02 tháng 05 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1657;07/03/2004;Đợt bí tích ngày 07 tháng 03 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1658;03/10/2004;Đợt bí tích ngày 03 tháng 10 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1659;06/06/2004;Đợt bí tích ngày 06 tháng 06 năm 2004;Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1660;07/03/2004;Đợt bí tích ngày 07 tháng 03 năm 2004;Fx Nguyễn Xuân Huy;0;Kẻ Sặt;2014-09-16 08:34:35;;0
1661;04/01/2004;Đợt bí tích ngày 04 tháng 01 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1662;01/02/2004;Đợt bí tích ngày 01 tháng 02 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1663;08/11/2004;Đợt bí tích ngày 08 tháng 11 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1664;05/02/2004;Đợt bí tích ngày 05 tháng 02 năm 2004;G.b. Nguyễn Hữu Khánh;0;Tam Hòa;2014-09-16 08:34:35;;0
1665;04/07/2004;Đợt bí tích ngày 04 tháng 07 năm 2004;Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1666;01/08/2004;Đợt bí tích ngày 01 tháng 08 năm 2004;Gioakim Nguyễn Chí Bằng;0;Ngũ Phúc;2014-09-16 08:34:35;;0
1689;18/10/2005;Đợt bí tích ngày 18 tháng 10 năm 2005;Giuse Nguyễn Văn Uy;0;Tiên Chu;2014-09-16 08:34:36;;0
1690;02/10/2005;Đợt bí tích ngày 02 tháng 10 năm 2005;Lm Matthêu Hoàng Trường Sơn;0;Gx Phú Nhơn, Gp Nha Trang;2014-09-16 08:34:36;;0
1691;06/11/2005;Đợt bí tích ngày 06 tháng 11 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc];2014-09-16 08:34:36;;0
1692;01/12/2005;Đợt bí tích ngày 01 tháng 12 năm 2005;Lm Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2014-09-16 08:34:36;;0
1693;06/03/2005;Đợt bí tích ngày 06 tháng 03 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1694;13/11/2005;Đợt bí tích ngày 13 tháng 11 năm 2005;Giuse Nguyễn Minh Nhật;0;Phúc Lâm;2014-09-16 08:34:36;;0
1695;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1696;06/02/2005;Đợt bí tích ngày 06 tháng 02 năm 2005;Lm. Giuse Đinh Nam Hưng;0;Gh Bùi Đệ, Gx Bùi Chu;2014-09-16 08:34:36;;0
1697;07/05/2005;Đợt bí tích ngày 07 tháng 05 năm 2005;;0;Họ La Đạo, Xứ Nhà Lộng;2014-09-16 08:34:36;;0
1698;01/05/2005;Đợt bí tích ngày 01 tháng 05 năm 2005;Lm Giuse Trần Thành Trí;0;Gx Láng Sen, Gp Long Xuyên;2014-09-16 08:34:36;;0
1699;24/04/2005;Đợt bí tích ngày 24 tháng 04 năm 2005;Lm Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2014-09-16 08:34:36;;0
1700;30/07/2005;Đợt bí tích ngày 30 tháng 07 năm 2005;Gioan Baotixita Nguyễn Văn Quế;0;Xuân Hòa;2014-09-16 08:34:36;;0
1701;03/02/2005;Đợt bí tích ngày 03 tháng 02 năm 2005;Lm G B Phạm Ngọc Châu;0;Nhà Thờ Phương Xá;2014-09-16 08:34:36;;0
1702;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1703;09/10/2005;Đợt bí tích ngày 09 tháng 10 năm 2005;Phê Rô Phan Khắc Giữa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1704;04/09/2005;Đợt bí tích ngày 04 tháng 09 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1705;20/03/2005;Đợt bí tích ngày 20 tháng 03 năm 2005;;0;Biên Hòa;2014-09-16 08:34:36;;0
1706;04/12/2005;Đợt bí tích ngày 04 tháng 12 năm 2005;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1707;09/10/2005;Đợt bí tích ngày 09 tháng 10 năm 2005;Phê-rô Phan Khắc Giữa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1708;03/04/2005;Đợt bí tích ngày 03 tháng 04 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1709;06/06/2005;Đợt bí tích ngày 06 tháng 06 năm 2005;Đam Đặng Duy Hòa;0;Ngũ Phúc;2014-09-16 08:34:36;;0
1733;04/09/2006;Đợt bí tích ngày 04 tháng 09 năm 2006;Lm. Giuse Phạm Văn Thiện;0;Giáo Họ Thọ Cách;2014-09-16 08:34:37;;0
1734;01/10/2006;Đợt bí tích ngày 01 tháng 10 năm 2006;Lm G M T Nguyễn Vinh Thiên;0;Gx Lộ Đức;2014-09-16 08:34:37;;0
1735;02/07/2006;Đợt bí tích ngày 02 tháng 07 năm 2006;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2014-09-16 08:34:37;;0
1736;01/10/2006;Đợt bí tích ngày 01 tháng 10 năm 2006;;0;Gx Lộ Đức;2014-09-16 08:34:37;;0
1737;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2014-09-16 08:34:37;;0
1738;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Phó Tế Giuse Vũ Minh Tiến;0;Gx Ngọc Đồng;2014-09-16 08:34:37;;0
1739;05/11/2006;Đợt bí tích ngày 05 tháng 11 năm 2006;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2014-09-16 08:34:37;;0
1740;03/12/2006;Đợt bí tích ngày 03 tháng 12 năm 2006;Lm Raymundo Trần Quốc Thắng;0;Gx Hà Nội, Gp Xuân Lộc;2014-09-16 08:34:37;;0
1741;31/12/2006;Đợt bí tích ngày 31 tháng 12 năm 2006;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2014-09-16 08:34:37;;0
1742;09/03/2006;Đợt bí tích ngày 09 tháng 03 năm 2006;Lm. Phêrô Vũ Hoàng Ánh;0;Gx. Thanh Hóa;2014-09-16 08:34:37;;0
1743;05/03/2006;Đợt bí tích ngày 05 tháng 03 năm 2006;Lm G. B. Đinh Tiến Hướng;0;Gx Thái Hòa;2014-09-16 08:34:37;;0
